"series_code","period","value","vintage"
"CPS02000","2012-08",52.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2012-09",52.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2012-10",52.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2012-11",52.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2012-12",52.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-01",53,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-02",53.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-03",54.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-04",55.6,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-05",55.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-06",55.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-07",56.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-08",56.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-09",56.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-10",56.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-11",56.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2013-12",56.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-01",56.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-02",57,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-03",58.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-04",58.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-05",58.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-06",58.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-07",59.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-08",59.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-09",59.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-10",60.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-11",60.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2014-12",60.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-01",61,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-02",61.6,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-03",63.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-04",64,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-05",64.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-06",64.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-07",64.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-08",64.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-09",64.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-10",64.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-11",65,"2026-08-26 15:43:40 UTC"
"CPS02000","2015-12",64.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-01",66,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-02",66.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-03",67.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-04",67.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-05",67.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-06",67.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-07",68,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-08",68.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-09",68.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-10",68.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-11",68.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2016-12",68.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-01",68.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-02",68.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-03",69.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-04",69.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-05",70,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-06",70,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-07",70.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-08",71,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-09",71.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-10",71.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-11",71.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2017-12",71.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-01",72,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-02",72.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-03",72.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-04",74,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-05",74.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-06",74.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-07",74.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-08",74.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-09",74.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-10",74.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-11",75.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2018-12",75.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-01",75.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-02",75.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-03",77.6,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-04",78.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-05",78.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-06",78.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-07",79,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-08",79,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-09",79,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-10",79,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-11",79,"2026-08-26 15:43:40 UTC"
"CPS02000","2019-12",79,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-01",79.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-02",79.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-03",80.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-04",80,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-05",79.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-06",79.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-07",80.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-08",81.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-09",82.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-10",82.6,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-11",82,"2026-08-26 15:43:40 UTC"
"CPS02000","2020-12",82,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-01",82,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-02",82.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-03",83.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-04",83.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-05",84.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-06",84.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-07",85.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-08",85.6,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-09",85.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-10",85.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-11",85.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2021-12",85.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-01",85.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-02",86.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-03",88.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-04",89,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-05",89.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-06",89.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-07",89.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-08",89.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-09",90.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-10",91.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-11",91.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2022-12",91.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-01",91.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-02",91.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-03",93.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-04",94.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-05",95,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-06",95.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-07",95.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-08",95.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-09",95.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-10",95.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-11",95.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2023-12",95.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-01",96.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-02",96.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-03",98,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-04",98.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-05",99.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-06",99.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-07",99.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-08",99.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-09",99.9,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-10",100.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-11",100.2,"2026-08-26 15:43:40 UTC"
"CPS02000","2024-12",100,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-01",100.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-02",100.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-03",102,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-04",103.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-05",103.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-06",103.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-07",104,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-08",104,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-09",104.1,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-10",104.7,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-11",104.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2025-12",104.6,"2026-08-26 15:43:40 UTC"
"CPS02000","2026-01",104.8,"2026-08-26 15:43:40 UTC"
"CPS02000","2026-02",105.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2026-03",106.3,"2026-08-26 15:43:40 UTC"
"CPS02000","2026-04",107.4,"2026-08-26 15:43:40 UTC"
"CPS02000","2026-05",107.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2026-06",107.5,"2026-08-26 15:43:40 UTC"
"CPS02000","2026-07",107.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-01",61.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-02",61.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-03",61.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-04",61.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-05",62,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-06",62.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-07",62.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-08",62.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-09",63,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-10",63,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-11",63,"2026-08-26 15:43:40 UTC"
"CPS03000","2008-12",63.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-01",63.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-02",64.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-03",64.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-04",65.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-05",65.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-06",65.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-07",65.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-08",66,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-09",66,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-10",66.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-11",66.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2009-12",66.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-01",66.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-02",66.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-03",66.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-04",66.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-05",66.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-06",66.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-07",66.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-08",66.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-09",66.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-10",66.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-11",66.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2010-12",66.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-01",67.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-02",67.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-03",67.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-04",67.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-05",67.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-06",67.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-07",68.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-08",68.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-09",68.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-10",69,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-11",69.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2011-12",69.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-01",69.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-02",69.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-03",70.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-04",70.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-05",70.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-06",70.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-07",70.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-08",71,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-09",71.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-10",71.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-11",71.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2012-12",71.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-01",71.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-02",71.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-03",72,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-04",72.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-05",72.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-06",72.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-07",72.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-08",73.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-09",73.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-10",73.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-11",73.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2013-12",74.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-01",74.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-02",75,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-03",75.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-04",75.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-05",76.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-06",76.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-07",76.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-08",77.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-09",77.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-10",78,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-11",78.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2014-12",78.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-01",79,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-02",79.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-03",79.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-04",80,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-05",80.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-06",80.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-07",80.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-08",81.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-09",81.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-10",81.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-11",82,"2026-08-26 15:43:40 UTC"
"CPS03000","2015-12",82.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-01",82.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-02",83.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-03",83.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-04",83.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-05",84.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-06",84.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-07",84.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-08",85.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-09",85.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-10",86.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-11",86.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2016-12",86.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-01",86.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-02",87.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-03",87.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-04",87.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-05",87.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-06",87.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-07",87.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-08",87.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-09",87.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-10",87.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-11",88,"2026-08-26 15:43:40 UTC"
"CPS03000","2017-12",88.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-01",88.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-02",88.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-03",88.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-04",88.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-05",88.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-06",89.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-07",89.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-08",89.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-09",89.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-10",89.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-11",89.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2018-12",89.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-01",89.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-02",90,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-03",90.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-04",90.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-05",90.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-06",90.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-07",90.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-08",91.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-09",91.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-10",91.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-11",91.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2019-12",91.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-01",91.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-02",92,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-03",92.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-04",91.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-05",91.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-06",91.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-07",91.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-08",91.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-09",91.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-10",91.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-11",91.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2020-12",92,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-01",92.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-02",92.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-03",92.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-04",92.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-05",92.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-06",92.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-07",92.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-08",93.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-09",93.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-10",93.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-11",93.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2021-12",93.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-01",93.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-02",93.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-03",94,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-04",94.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-05",94.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-06",94.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-07",95,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-08",95.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-09",95.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-10",96,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-11",96,"2026-08-26 15:43:40 UTC"
"CPS03000","2022-12",96.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-01",96.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-02",96.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-03",96.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-04",97,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-05",97.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-06",97.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-07",97.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-08",97.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-09",98,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-10",98.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-11",98.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2023-12",98.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-01",98.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-02",98.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-03",99.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-04",99.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-05",99.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-06",99.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-07",99.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-08",99.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-09",99.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-10",100,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-11",100,"2026-08-26 15:43:40 UTC"
"CPS03000","2024-12",100,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-01",100.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-02",100.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-03",100.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-04",100.5,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-05",100.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-06",100.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-07",100.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-08",100.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-09",101,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-10",101.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-11",101.1,"2026-08-26 15:43:40 UTC"
"CPS03000","2025-12",101.2,"2026-08-26 15:43:40 UTC"
"CPS03000","2026-01",101.3,"2026-08-26 15:43:40 UTC"
"CPS03000","2026-02",101.4,"2026-08-26 15:43:40 UTC"
"CPS03000","2026-03",101.6,"2026-08-26 15:43:40 UTC"
"CPS03000","2026-04",101.7,"2026-08-26 15:43:40 UTC"
"CPS03000","2026-05",101.8,"2026-08-26 15:43:40 UTC"
"CPS03000","2026-06",101.9,"2026-08-26 15:43:40 UTC"
"CPS03000","2026-07",102,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-01",40.2,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-02",40.2,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-03",40.8,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-04",40.9,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-05",40.9,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-06",41.6,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-07",42.6,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-08",42.9,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-09",43.3,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-10",43.4,"2026-08-26 15:43:40 UTC"
"CPS04000","2008-11",43.4,"2026-08-26 15:43:40 UTC"
